Using seeds: [7270, 860, 5390, 5191, 5734]
n: 500, d: 50
Run 1/5 with seed 7270
7270
cpu
Epoch 195: loss upper: -25.5650, hypergrad norm: 6.0368e-06,alpha: 13.4433, step time: 1.6617
Epoch 196: loss upper: -25.5650, hypergrad norm: 5.9127e-06,alpha: 13.4433, step time: 1.6583
Epoch 197: loss upper: -25.5650, hypergrad norm: 5.7944e-06,alpha: 13.4433, step time: 1.7164
Epoch 198: loss upper: -25.5650, hypergrad norm: 5.6892e-06,alpha: 13.4433, step time: 1.6939
Epoch 199: loss upper: -25.5650, hypergrad norm: 5.5698e-06,alpha: 13.4433, step time: 1.6886
Epoch 200: loss upper: -25.5650, hypergrad norm: 5.4603e-06,alpha: 13.4433, step time: 1.8252
Epoch 201: loss upper: -25.5650, hypergrad norm: 5.3549e-06,alpha: 13.4433, step time: 1.7615
Epoch 202: loss upper: -25.5650, hypergrad norm: 5.2496e-06,alpha: 13.4433, step time: 1.6825
Epoch 203: loss upper: -25.5650, hypergrad norm: 5.1504e-06,alpha: 13.4433, step time: 1.8741
Epoch 204: loss upper: -25.5650, hypergrad norm: 5.0556e-06,alpha: 13.4433, step time: 1.7860
Epoch 205: loss upper: -25.5650, hypergrad norm: 4.9548e-06,alpha: 13.4433, step time: 1.7563
Epoch 206: loss upper: -25.5650, hypergrad norm: 4.8613e-06,alpha: 13.4433, step time: 1.8322
Epoch 207: loss upper: -25.5650, hypergrad norm: 4.7657e-06,alpha: 13.4433, step time: 1.7505
Epoch 208: loss upper: -25.5650, hypergrad norm: 4.6812e-06,alpha: 13.4433, step time: 1.8283
Epoch 209: loss upper: -25.5650, hypergrad norm: 4.5934e-06,alpha: 13.4433, step time: 1.6120
Epoch 210: loss upper: -25.5650, hypergrad norm: 4.5132e-06,alpha: 13.4433, step time: 1.8387
Epoch 211: loss upper: -25.5650, hypergrad norm: 4.4284e-06,alpha: 13.4433, step time: 1.7051
Epoch 212: loss upper: -25.5650, hypergrad norm: 4.3475e-06,alpha: 13.4433, step time: 1.6829
Epoch 213: loss upper: -25.5650, hypergrad norm: 4.2635e-06,alpha: 13.4433, step time: 1.7802
Epoch 214: loss upper: -25.5650, hypergrad norm: 4.2009e-06,alpha: 13.4433, step time: 1.6900
Epoch 215: loss upper: -25.5650, hypergrad norm: 4.1197e-06,alpha: 13.4433, step time: 1.9066
Epoch 216: loss upper: -25.5650, hypergrad norm: 4.0476e-06,alpha: 13.4433, step time: 1.5917
Epoch 217: loss upper: -25.5650, hypergrad norm: 3.9747e-06,alpha: 13.4433, step time: 1.6140
Epoch 218: loss upper: -25.5650, hypergrad norm: 3.9010e-06,alpha: 13.4433, step time: 1.6594
Epoch 219: loss upper: -25.5650, hypergrad norm: 3.8353e-06,alpha: 13.4433, step time: 1.6632
Epoch 220: loss upper: -25.5650, hypergrad norm: 3.7691e-06,alpha: 13.4433, step time: 1.6831
Epoch 221: loss upper: -25.5650, hypergrad norm: 3.7026e-06,alpha: 13.4433, step time: 1.7532
Epoch 222: loss upper: -25.5650, hypergrad norm: 3.6390e-06,alpha: 13.4433, step time: 1.6392
Epoch 223: loss upper: -25.5650, hypergrad norm: 3.5810e-06,alpha: 13.4433, step time: 1.6742
Epoch 224: loss upper: -25.5650, hypergrad norm: 3.5191e-06,alpha: 13.4433, step time: 1.8702
Epoch 225: loss upper: -25.5650, hypergrad norm: 3.4643e-06,alpha: 13.4433, step time: 1.7074
Epoch 226: loss upper: -25.5650, hypergrad norm: 3.4043e-06,alpha: 13.4433, step time: 1.8321
Epoch 227: loss upper: -25.5650, hypergrad norm: 3.3435e-06,alpha: 13.4433, step time: 1.7859
Epoch 228: loss upper: -25.5650, hypergrad norm: 3.2866e-06,alpha: 13.4433, step time: 1.6469
Epoch 229: loss upper: -25.5650, hypergrad norm: 3.2367e-06,alpha: 13.4433, step time: 1.7153
Epoch 230: loss upper: -25.5650, hypergrad norm: 3.1857e-06,alpha: 13.4433, step time: 1.7934
Epoch 231: loss upper: -25.5650, hypergrad norm: 3.1374e-06,alpha: 13.4433, step time: 1.6944
Epoch 232: loss upper: -25.5650, hypergrad norm: 3.0862e-06,alpha: 13.4433, step time: 1.6840
Epoch 233: loss upper: -25.5650, hypergrad norm: 3.0317e-06,alpha: 13.4433, step time: 1.8556
Epoch 234: loss upper: -25.5650, hypergrad norm: 2.9835e-06,alpha: 13.4433, step time: 1.5783
Epoch 235: loss upper: -25.5650, hypergrad norm: 2.9374e-06,alpha: 13.4433, step time: 1.6898
Epoch 236: loss upper: -25.5650, hypergrad norm: 2.8893e-06,alpha: 13.4433, step time: 1.6394
Epoch 237: loss upper: -25.5650, hypergrad norm: 2.8437e-06,alpha: 13.4433, step time: 1.8489
Epoch 238: loss upper: -25.5650, hypergrad norm: 2.7988e-06,alpha: 13.4433, step time: 1.8596
Epoch 239: loss upper: -25.5650, hypergrad norm: 2.7562e-06,alpha: 13.4433, step time: 1.8290
Epoch 240: loss upper: -25.5650, hypergrad norm: 2.7131e-06,alpha: 13.4433, step time: 1.7009
Epoch 241: loss upper: -25.5650, hypergrad norm: 2.6738e-06,alpha: 13.4433, step time: 1.6764
Epoch 242: loss upper: -25.5650, hypergrad norm: 2.6308e-06,alpha: 13.4433, step time: 1.5372
Epoch 243: loss upper: -25.5650, hypergrad norm: 2.5956e-06,alpha: 13.4433, step time: 1.7872
Epoch 244: loss upper: -25.5650, hypergrad norm: 2.5595e-06,alpha: 13.4433, step time: 1.7772
Epoch 245: loss upper: -25.5650, hypergrad norm: 2.5176e-06,alpha: 13.4433, step time: 1.7583
Epoch 246: loss upper: -25.5650, hypergrad norm: 2.4804e-06,alpha: 13.4433, step time: 1.7376
Epoch 247: loss upper: -25.5650, hypergrad norm: 2.4516e-06,alpha: 13.4433, step time: 1.7972
Epoch 248: loss upper: -25.5650, hypergrad norm: 2.4069e-06,alpha: 13.4433, step time: 1.6902
Epoch 249: loss upper: -25.5650, hypergrad norm: 2.3742e-06,alpha: 13.4433, step time: 1.6939
Epoch 250: loss upper: -25.5650, hypergrad norm: 2.3389e-06,alpha: 13.4433, step time: 1.6932
Epoch 251: loss upper: -25.5650, hypergrad norm: 2.3112e-06,alpha: 13.4433, step time: 1.8769
Epoch 252: loss upper: -25.5650, hypergrad norm: 2.2741e-06,alpha: 13.4433, step time: 1.6385
Epoch 253: loss upper: -25.5650, hypergrad norm: 2.2413e-06,alpha: 13.4433, step time: 1.7256
